"","AGEGROUP","COUNTRY","value"
"17242","AGE15-19","RWA",0.995177
"17243","AGE95-99","ZMB",0.51725
"17244","AGE20-24","CHN",0.999
"17245","AGE5-9","CHE",0.999932
"17246","AGE85-89","SOM",0.76828
"17247","AGE65-69","MDA",0.961151
"17248","AGE20-24","MDA",0.997399
"17249","AGE30-34","CRI",0.998564
"17250","AGE20-24","BWA",0.997688
"17251","AGE45-49","JPN",0.997683
"17252","AGE80-84","MCO",0.96138
"17253","AGE95-99","CHE",0.719412
"17254","AGE85-89","KEN",0.796027
"17255","AGE55-59","KAZ",0.967009
"17256","AGE60-64","LKA",0.981954
"17257","AGE70-74","PHL",0.959052
"17258","AGE80-84","NGA",0.824817
"17259","AGELT1","MEX",0.980462
"17260","AGE30-34","POL",0.998161
"17261","AGE90-94","NGA",0.620915
"17262","AGE20-24","PLW",0.998761
"17263","AGE75-79","BLR",0.944247
"17264","AGE15-19","CHE",0.999768
"17265","AGE60-64","EST",0.992413
"17266","AGE35-39","JPN",0.998853
"17267","AGE80-84","ZMB",0.856673
"17268","AGE50-54","BFA",0.986625
"17269","AGE85-89","MHL",0.780633
"17270","AGE5-9","MDA",0.999789
"17271","AGE95-99","COG",0.517177
"17272","AGE65-69","LAO",0.967
"17273","AGE75-79","MAR",0.902518
"17274","AGE30-34","BOL",0.99641
"17275","AGE65-69","BOL",0.971168
"17276","AGE1-4","MUS",0.999423
"17277","AGE30-34","BRA",0.996544
"17278","AGE20-24","COG",0.995759
"17279","AGE55-59","AGO",0.976
"17280","AGE95-99","IRN",0.66975
"17281","AGE35-39","CHL",0.998
"17282","AGE95-99","ARM",0.630515
"17283","AGE85-89","TLS",0.790837
"17284","AGE85-89","POL",0.854448
"17285","AGE85-89","SYC",0.752156
"17286","AGE75-79","KEN",0.923341
"17287","AGE50-54","FSM",0.992253
"17288","AGE30-34","AUT",0.999322
"17289","AGE35-39","ZMB",0.984231
"17290","AGE40-44","MRT",0.994698
"17291","AGE45-49","TLS",0.992321
"17292","AGE80-84","CRI",0.924031
"17293","AGE65-69","OMN",0.976086
"17294","AGE45-49","BLZ",0.995
"17295","AGE75-79","BFA",0.873264
"17296","AGE35-39","HRV",0.999499
"17297","AGE40-44","LKA",0.99882
"17298","AGE15-19","COG",0.996639
"17299","AGE90-94","BLR",0.802408
"17300","AGE15-19","LKA",0.997059
"17301","AGELT1","KEN",0.945066
"17302","AGE60-64","MHL",0.98769
"17303","AGE70-74","ZMB",0.940122
"17304","AGE20-24","AUT",0.998696
"17305","AGE80-84","IRN",0.887516
"17306","AGE65-69","HRV",0.988574
"17307","AGE90-94","LKA",0.794722
"17308","AGE35-39","UKR",0.998052
"17309","AGE55-59","LKA",0.982255
"17310","AGE50-54","MRT",0.991895
"17311","AGE40-44","KAZ",0.996967
"17312","AGE45-49","BOL",0.992805
"17313","AGE5-9","KAZ",0.999695
"17314","AGE70-74","UKR",0.966116
"17315","AGE30-34","SYR",0.998975
"17316","AGELT1","SYR",0.982014
"17317","AGE55-59","VEN",0.99435
"17318","AGE30-34","CHE",0.999024
"17319","AGE45-49","BOL",0.992351
"17320","AGE65-69","ETH",0.969405
"17321","AGE50-54","BEL",0.996689
"17322","AGE60-64","KHM",0.98504
"17323","AGE95-99","LUX",0.685997
"17324","AGE20-24","AND",0.99948
"17325","AGE95-99","LTU",0.688918
"17326","AGE85-89","GBR",0.906089
"17327","AGE35-39","CPV",0.998408
"17328","AGE95-99","HUN",0.579
"17329","AGE70-74","BHR",0.96466
"17330","AGE65-69","BDI",0.958277
"17331","AGE40-44","TKM",0.988821
"17332","AGE90-94","TJK",0.80482
"17333","AGE1-4","IDN",0.996913
"17334","AGE80-84","AGO",0.844676
"17335","AGE20-24","GNB",0.995106
"17336","AGE10-14","MDG",0.998057
"17337","AGE60-64","JAM",0.991721
"17338","AGE15-19","TZA",0.997636
"17339","AGE40-44","ECU",0.996885
"17340","AGELT1","SSD",0.847608
"17341","AGE5-9","NRU",0.999883
"17342","AGE70-74","BGD",0.947381
"17343","AGE30-34","QAT",0.999318
"17344","AGELT1","PRK",0.979532
"17345","AGE80-84","PNG",0.864135
"17346","AGE75-79","DMA",0.946462
"17347","AGE5-9","MLI",0.995987
"17348","AGE1-4","KWT",0.999645
"17349","AGELT1","PAN",0.975263
"17350","AGE65-69","YEM",0.965
"17351","AGE55-59","UGA",0.9775
"17352","AGE95-99","BGR",0.647359
"17353","AGE45-49","BHS",0.993896
"17354","AGE85-89","ROU",0.839114
"17355","AGE40-44","KWT",0.999436
"17356","AGE30-34","NER",0.996132
"17357","AGE1-4","DNK",0.999777
"17358","AGE90-94","TGO",0.522154
"17359","AGE75-79","ISL",0.953186
"17360","AGE85-89","NPL",0.771124
"17361","AGE95-99","SGP",0.787149
"17362","AGE95-99","BHR",0.632062
"17363","AGE15-19","WSM",0.999049
"17364","AGELT1","CIV",0.898577
"17365","AGE1-4","BGR",0.998976
"17366","AGE65-69","NRU",0.988
"17367","AGE40-44","RUS",0.997208
"17368","AGE40-44","ISL",0.998886
"17369","AGE5-9","CHL",0.999883
"17370","AGE40-44","NPL",0.991355
"17371","AGE85-89","MDV",0.819
"17372","AGE70-74","NRU",0.961558
"17373","AGE45-49","THA",0.993
"17374","AGELT1","TZA",0.910301
"17375","AGE5-9","SMR",1
"17376","AGE10-14","CHN",0.999697
"17377","AGE15-19","BTN",0.998793
"17378","AGE35-39","MDG",0.995737
"17379","AGE1-4","AND",0.999159
"17380","AGE40-44","DOM",0.996705
"17381","AGELT1","BHS",0.987048
"17382","AGE65-69","ECU",0.982177
"17383","AGE40-44","URY",0.996495
"17384","AGE95-99","URY",0.700153
"17385","AGE80-84","DOM",0.929158
"17386","AGE5-9","LUX",0.999948
"17387","AGELT1","STP",0.935173
"17388","AGE5-9","BDI",0.994818
"17389","AGE15-19","ALB",0.999383
"17390","AGE10-14","PRK",0.999282
"17391","AGE5-9","TZA",0.996534
"17392","AGELT1","KOR",0.993969
"17393","AGE1-4","USA",0.999774
"17394","AGE30-34","SSD",0.992022
"17395","AGE40-44","CHL",0.998991
"17396","AGE65-69","HTI",0.963809
"17397","AGE90-94","IRL",0.846102
"17398","AGE30-34","KIR",0.997535
"17399","AGE60-64","ROU",0.976671
"17400","AGELT1","RUS",0.98283
"17401","AGE95-99","CHN",0.523918
"17402","AGE85-89","ISL",0.884154
"17403","AGE60-64","KWT",0.992067
"17404","AGE35-39","AGO",0.988965
"17405","AGELT1","LTU",0.989
"17406","AGE30-34","USA",0.999315
"17407","AGE40-44","TZA",0.990033
"17408","AGE35-39","SLB",0.995725
"17409","AGE45-49","TJK",0.995042
"17410","AGE20-24","ECU",0.997185
"17411","AGE80-84","TZA",0.854051
"17412","AGE1-4","SLB",0.998261
"17413","AGELT1","AGO",0.879519
"17414","AGE5-9","LBN",0.999841
"17415","AGE85-89","CIV",0.764837
"17416","AGE1-4","BGR",0.999641
"17417","AGE60-64","ATG",0.989034
"17418","AGE40-44","SGP",0.999011
"17419","AGE1-4","PER",0.997502
"17420","AGE45-49","PER",0.996481
"17421","AGELT1","CHL",0.991635
"17422","AGE30-34","BTN",0.994704
"17423","AGE70-74","BHR",0.955117
"17424","AGE60-64","PAN",0.992373
"17425","AGE35-39","CHN",0.999
"17426","AGE55-59","NAM",0.979077
"17427","AGE1-4","MDG",0.995831
"17428","AGE60-64","DOM",0.988106
"17429","AGE1-4","PRK",0.997231
"17430","AGE70-74","KWT",0.954617
"17431","AGE40-44","GMB",0.990741
"17432","AGE65-69","GBR",0.984014
"17433","AGE20-24","TJK",0.998919
"17434","AGELT1","SAU",0.979116
"17435","AGE1-4","NRU",0.997959
"17436","AGE85-89","SSD",0.777193
"17437","AGE90-94","KIR",0.653904
"17438","AGE60-64","SGP",0.99512
"17439","AGE55-59","LVA",0.992
"17440","AGE75-79","ATG",0.917045
"17441","AGE50-54","TZA",0.986146
"17442","AGE60-64","KIR",0.97581
"17443","AGE90-94","HTI",0.717856
"17444","AGE60-64","BHR",0.989908
"17445","AGE1-4","ALB",0.999074
"17446","AGE30-34","ISL",0.999087
"17447","AGE70-74","CZE",0.971884
"17448","AGE60-64","TZA",0.98401
"17449","AGELT1","ECU",0.960333
"17450","AGE40-44","SSD",0.98853
"17451","AGE75-79","WSM",0.886015
"17452","AGELT1","CIV",0.911881
"17453","AGE35-39","DOM",0.997716
"17454","AGE30-34","TJK",0.998211
"17455","AGE40-44","ATG",0.994313
"17456","AGE50-54","LUX",0.995982
"17457","AGE20-24","BGR",0.999479
"17458","AGE55-59","GBR",0.989269
"17459","AGE55-59","IND",0.982936
"17460","AGELT1","IRL",0.993062
"17461","AGE40-44","TJK",0.995553
"17462","AGE1-4","BHS",0.999259
"17463","AGE45-49","ETH",0.984353
"17464","AGE5-9","MNG",0.999356
"17465","AGE30-34","AND",0.999826
"17466","AGE70-74","DEU",0.974613
"17467","AGE75-79","MEX",0.957943
"17468","AGE80-84","TTO",0.864727
"17469","AGE15-19","JOR",0.999325
"17470","AGE20-24","QAT",0.99914
"17471","AGE60-64","CZE",0.983033
"17472","AGE10-14","NIU",0.999
"17473","AGE5-9","IRQ",0.998933
"17474","AGE30-34","SAU",0.999019
"17475","AGE20-24","ZAF",0.998252
"17476","AGE35-39","SWE",0.99943
"17477","AGE70-74","MDG",0.940857
"17478","AGE65-69","SLV",0.977505
"17479","AGE80-84","GEO",0.898866
"17480","AGE90-94","ESP",0.839338
"17481","AGELT1","COG",0.940961
"17482","AGELT1","IRN",0.956
"17483","AGE30-34","TON",0.997493
"17484","AGE35-39","HND",0.997581
"17485","AGE70-74","BGR",0.962707
"17486","AGE20-24","SWZ",0.987786
"17487","AGE40-44","BDI",0.989862
"17488","AGE65-69","JPN",0.99426
"17489","AGE85-89","SVN",0.821381
"17490","AGE50-54","SEN",0.987457
"17491","AGE60-64","GRD",0.987179
"17492","AGE70-74","CPV",0.940494
"17493","AGE50-54","HUN",0.98329
"17494","AGELT1","TGO",0.914806
"17495","AGE75-79","QAT",0.949727
"17496","AGE85-89","ZMB",0.8187
"17497","AGE30-34","LBN",0.999535
"17498","AGE80-84","ARE",0.882936
"17499","AGE85-89","SAU",0.803367
"17500","AGE80-84","MMR",0.846053
"17501","AGE15-19","UKR",0.999249
"17502","AGE30-34","DZA",0.998028
"17503","AGE20-24","ITA",0.999677
"17504","AGE15-19","MEX",0.998628
"17505","AGE60-64","VEN",0.984162
"17506","AGE95-99","HND",0.677394
"17507","AGE95-99","ROU",0.66819
"17508","AGE60-64","VNM",0.981
"17509","AGE40-44","FJI",0.995816
"17510","AGE85-89","NRU",0.912499
"17511","AGE90-94","BRA",0.842409
"17512","AGE50-54","LTU",0.995266
"17513","AGE85-89","BIH",0.866351
"17514","AGE5-9","SLV",0.999722
"17515","AGE45-49","IRL",0.997837
"17516","AGE35-39","NPL",0.99558
"17517","AGE15-19","LCA",0.998948
"17518","AGE65-69","LVA",0.984837
"17519","AGE90-94","BGD",0.789721
"17520","AGE20-24","MDG",0.994941
"17521","AGE10-14","AGO",0.995
"17522","AGE55-59","IRL",0.988101
"17523","AGE65-69","CHL",0.981291
"17524","AGE75-79","UGA",0.888716
"17525","AGE50-54","AFG",0.987502
"17526","AGE40-44","MLT",0.998553
"17527","AGE90-94","NIC",0.874498
"17528","AGE20-24","NER",0.99515
"17529","AGE35-39","ESP",0.999165
"17530","AGE65-69","ECU",0.979
"17531","AGE35-39","ZMB",0.987248
"17532","AGE50-54","COD",0.983759
"17533","AGE5-9","WSM",0.999661
"17534","AGE15-19","UGA",0.995874
"17535","AGE60-64","SRB",0.989344
"17536","AGE65-69","TUR",0.988543
"17537","AGE70-74","GIN",0.933128
"17538","AGE95-99","SWE",0.652984
"17539","AGE40-44","PER",0.996461
"17540","AGE80-84","SWZ",0.840601
"17541","AGE30-34","CUB",0.99947
"17542","AGE5-9","SSD",0.994967
"17543","AGE80-84","ITA",0.892482
"17544","AGE40-44","PRT",0.997439
"17545","AGELT1","TKM",0.920941
"17546","AGE55-59","OMN",0.991055
"17547","AGE70-74","UZB",0.949
"17548","AGE95-99","AGO",0.442114
"17549","AGE85-89","LBN",0.889318
"17550","AGE20-24","GRC",0.99968
"17551","AGE85-89","GUY",0.838471
"17552","AGE1-4","CZE",0.999852
"17553","AGE70-74","CZE",0.980207
"17554","AGELT1","NLD",0.995486
"17555","AGE50-54","LAO",0.983
"17556","AGE85-89","MOZ",0.78479
"17557","AGE95-99","PRK",0.542825
"17558","AGE80-84","AUS",0.932209
"17559","AGE55-59","IDN",0.989172
"17560","AGE80-84","SUR",0.948083
"17561","AGELT1","LVA",0.993089
"17562","AGE1-4","BEN",0.988269
"17563","AGE5-9","MCO",0.999989
"17564","AGE70-74","UZB",0.960168
"17565","AGE95-99","PER",0.778092
"17566","AGE1-4","MAR",0.997892
"17567","AGE45-49","MAR",0.994935
"17568","AGE10-14","TUN",0.999772
"17569","AGE15-19","TTO",0.999515
"17570","AGE75-79","LSO",0.90077
"17571","AGE1-4","BWA",0.996922
"17572","AGE60-64","CYP",0.996613
"17573","AGE10-14","MRT",0.999
"17574","AGE75-79","BWA",0.924225
"17575","AGE40-44","LTU",0.994098
"17576","AGE40-44","IDN",0.994033
"17577","AGE30-34","KWT",0.999527
"17578","AGE75-79","MLI",0.874376
"17579","AGE45-49","CYP",0.99668
"17580","AGE35-39","LAO",0.997208
"17581","AGE65-69","BLZ",0.972712
"17582","AGE60-64","FJI",0.968298
"17583","AGE15-19","MYS",0.998713
"17584","AGE80-84","LVA",0.858052
"17585","AGE55-59","ZMB",0.98
"17586","AGE80-84","AGO",0.778
"17587","AGE85-89","MYS",0.807611
"17588","AGE30-34","SWZ",0.982768
"17589","AGELT1","LTU",0.989282
"17590","AGE55-59","SEN",0.983808
"17591","AGE70-74","MDV",0.954282
"17592","AGE5-9","GIN",0.995017
"17593","AGE50-54","ARG",0.995588
"17594","AGE80-84","NIC",0.941671
"17595","AGE70-74","KHM",0.977783
"17596","AGE60-64","JOR",0.982553
"17597","AGE95-99","CMR",0.567183
"17598","AGE45-49","MKD",0.997375
"17599","AGE65-69","NLD",0.984361
"17600","AGE45-49","PRY",0.995896
"17601","AGELT1","PRY",0.98305
"17602","AGE95-99","IRN",0.573
"17603","AGE70-74","PAK",0.952793
"17604","AGE35-39","NGA",0.990078
"17605","AGE45-49","FJI",0.995408
"17606","AGE80-84","MKD",0.877372
"17607","AGE90-94","VNM",0.779
"17608","AGE95-99","LBY",0.630694
"17609","AGE50-54","BDI",0.988009
"17610","AGE50-54","SLE",0.975471
"17611","AGE35-39","KGZ",0.994702
"17612","AGE90-94","MKD",0.717545
"17613","AGE70-74","COM",0.939924
"17614","AGE30-34","SWE",0.999719
"17615","AGE50-54","SMR",0.996998
"17616","AGE15-19","MMR",0.998663
"17617","AGE75-79","ISR",0.941457
"17618","AGE20-24","SDN",0.996662
"17619","AGE85-89","JOR",0.782077
"17620","AGE45-49","AND",0.996019
"17621","AGE85-89","TCD",0.752916
"17622","AGE1-4","FJI",0.999093
"17623","AGE1-4","VUT",0.999279
"17624","AGE65-69","NER",0.954764
"17625","AGE55-59","GHA",0.988292
"17626","AGE45-49","NZL",0.997638
"17627","AGE50-54","HND",0.99008
"17628","AGE95-99","SVN",0.716402
"17629","AGE55-59","VCT",0.985025
"17630","AGE55-59","AZE",0.993256
"17631","AGE50-54","BRB",0.994797
"17632","AGE1-4","GHA",0.986
"17633","AGE65-69","BWA",0.965759
"17634","AGE80-84","COK",0.91001
"17635","AGE65-69","VCT",0.977963
"17636","AGE50-54","COL",0.996943
"17637","AGE55-59","EST",0.990959
"17638","AGE15-19","VUT",0.999466
"17639","AGE45-49","OMN",0.993684
"17640","AGE60-64","HUN",0.973872
"17641","AGE15-19","GRD",0.99941
"17642","AGE5-9","SOM",0.993813
"17643","AGE30-34","PHL",0.998546
"17644","AGE35-39","MEX",0.998879
"17645","AGE70-74","AND",0.986429
"17646","AGE85-89","NOR",0.899568
"17647","AGE35-39","VNM",0.997094
"17648","AGE75-79","RUS",0.935
"17649","AGE5-9","KHM",0.995608
"17650","AGE55-59","TKM",0.976
"17651","AGELT1","LSO",0.921948
"17652","AGE85-89","MRT",0.719666
"17653","AGE80-84","JPN",0.923772
"17654","AGE10-14","MDA",0.999804
"17655","AGE60-64","KGZ",0.967092
"17656","AGE30-34","VCT",0.99706
"17657","AGE90-94","VNM",0.83
"17658","AGE15-19","PRT",0.99958
"17659","AGE40-44","BLZ",0.997
"17660","AGE40-44","VEN",0.997715
"17661","AGE80-84","ETH",0.87184
"17662","AGE70-74","MDA",0.933521
"17663","AGE20-24","SLV",0.995301
"17664","AGE35-39","AUT",0.999082
"17665","AGE1-4","FIN",0.9999
"17666","AGE75-79","SYC",0.95939
"17667","AGE45-49","GHA",0.990992
"17668","AGE5-9","THA",0.999716
"17669","AGE70-74","PLW",0.946927
"17670","AGE65-69","PHL",0.976575
"17671","AGE55-59","SUR",0.994657
"17672","AGE90-94","COD",0.610274
"17673","AGELT1","ARM",0.976012
"17674","AGE45-49","GRC",0.997204
"17675","AGE65-69","IND",0.958143
"17676","AGE60-64","SUR",0.983357
"17677","AGE45-49","NGA",0.988526
"17678","AGE30-34","ALB",0.999276
"17679","AGE30-34","ECU",0.999
"17680","AGE75-79","NIC",0.961752
"17681","AGE45-49","BHR",0.996735
"17682","AGE90-94","YEM",0.688245
"17683","AGE60-64","DEU",0.988639
"17684","AGE85-89","DOM",0.904543
"17685","AGE80-84","HUN",0.907
"17686","AGE35-39","VCT",0.998307
"17687","AGE65-69","RUS",0.947233
"17688","AGE50-54","TJK",0.993229
"17689","AGE55-59","LSO",0.975628
"17690","AGE90-94","MYS",0.712913
"17691","AGE55-59","CMR",0.984755
"17692","AGE95-99","LBR",0.507575
"17693","AGE45-49","MWI",0.981096
"17694","AGELT1","HTI",0.935408
"17695","AGE5-9","PRK",0.998417
"17696","AGELT1","ERI",0.891431
"17697","AGE85-89","GIN",0.740837
"17698","AGE1-4","QAT",0.999627
"17699","AGE1-4","SGP",0.999855
"17700","AGE35-39","JAM",0.995893
"17701","AGE15-19","PRY",0.998611
"17702","AGE30-34","PER",0.999105
"17703","AGE80-84","BHR",0.865312
"17704","AGE45-49","SAU",0.995862
"17705","AGE15-19","ERI",0.995703
"17706","AGE85-89","USA",0.850491
"17707","AGE90-94","LTU",0.805507
"17708","AGE85-89","NAM",0.84723
"17709","AGE1-4","WSM",0.999166
"17710","AGE30-34","STP",0.995753
"17711","AGE35-39","KWT",0.999493
"17712","AGE30-34","SLB",0.997942
"17713","AGE20-24","STP",0.998001
"17714","AGE55-59","ROU",0.982802
"17715","AGE70-74","NER",0.934691
"17716","AGE40-44","IRL",0.998803
"17717","AGE55-59","SWE",0.993698
"17718","AGE10-14","YEM",0.999
"17719","AGE75-79","PNG",0.903012
"17720","AGE20-24","SWE",0.999235
"17721","AGE85-89","DEU",0.894163
"17722","AGE40-44","FRA",0.998964
"17723","AGE75-79","DJI",0.909984
"17724","AGE15-19","AND",0.999665
"17725","AGE5-9","MRT",0.998
"17726","AGE45-49","ALB",0.997
"17727","AGE30-34","GEO",0.997562
"17728","AGE55-59","BGR",0.983719
"17729","AGE1-4","BLZ",0.999
"17730","AGE85-89","BHS",0.780076
"17731","AGE60-64","SEN",0.98
"17732","AGE5-9","ZMB",0.993
"17733","AGELT1","ISR",0.989595
"17734","AGE95-99","SLB",0.574296
"17735","AGE95-99","ARE",0.650278
"17736","AGE90-94","ECU",0.783
"17737","AGE35-39","DOM",0.998408
"17738","AGE65-69","MNE",0.986215
"17739","AGE15-19","MLI",0.996584
"17740","AGE20-24","UGA",0.995079
"17741","AGE40-44","BGD",0.994632
"17742","AGE35-39","ECU",0.997278
"17743","AGE75-79","BGD",0.923804
"17744","AGE60-64","UGA",0.978937
"17745","AGE20-24","TON",1
"17746","AGE10-14","URY",0.999751
"17747","AGE80-84","LBN",0.896845
"17748","AGE80-84","LSO",0.87254
"17749","AGE10-14","COK",1
"17750","AGE50-54","ERI",0.97892
"17751","AGE45-49","SMR",0.998879
"17752","AGE60-64","PRK",0.981621
"17753","AGE70-74","DMA",0.97273
"17754","AGE65-69","FRA",0.984664
"17755","AGE30-34","NAM",0.995356
"17756","AGE55-59","URY",0.993578
"17757","AGE60-64","DJI",0.973029
"17758","AGE10-14","MDV",0.999
"17759","AGELT1","CAN",0.995683
"17760","AGE5-9","MNE",0.999748
"17761","AGE85-89","PAN",0.891144
"17762","AGE70-74","BGR",0.974066
"17763","AGE1-4","GBR",0.999799
"17764","AGE75-79","NAM",0.902955
"17765","AGE85-89","BRN",0.829904
"17766","AGE80-84","MNE",0.920442
"17767","AGE55-59","PER",0.992592
"17768","AGE50-54","KIR",0.986108
"17769","AGE10-14","RUS",1
"17770","AGE20-24","PER",0.998962
"17771","AGE95-99","BLZ",0.66
"17772","AGE35-39","TJK",0.997673
"17773","AGE85-89","KIR",0.799125
"17774","AGE5-9","LVA",0.999429
"17775","AGE5-9","DOM",0.999738
"17776","AGE80-84","LUX",0.903367
"17777","AGE65-69","CZE",0.977437
"17778","AGE10-14","KOR",0.999894
"17779","AGE60-64","LBN",0.982895
"17780","AGE50-54","NAM",0.987729
"17781","AGE80-84","SAU",0.875263
"17782","AGE10-14","CAN",0.999718
"17783","AGE55-59","PAN",0.995261
"17784","AGE20-24","URY",0.99952
"17785","AGE10-14","ISL",0.99981
"17786","AGE35-39","HTI",0.994245
"17787","AGE20-24","DEU",0.999092
"17788","AGE65-69","LUX",0.991289
"17789","AGE85-89","MYS",0.820625
"17790","AGE1-4","NAM",0.997497
"17791","AGE65-69","CPV",0.959932
"17792","AGE1-4","NPL",0.994697
"17793","AGE45-49","NIU",0.997469
"17794","AGE15-19","MNE",0.999382
"17795","AGE85-89","MHL",0.759
"17796","AGE90-94","ATG",0.823235
"17797","AGE15-19","DJI",0.997183
"17798","AGE5-9","BLZ",0.999
"17799","AGE55-59","CZE",0.989243
"17800","AGE20-24","DOM",0.997945
"17801","AGE5-9","TKM",0.99922
"17802","AGE80-84","TJK",0.876273
"17803","AGELT1","LUX",0.992146
"17804","AGE35-39","SGP",0.99937
"17805","AGE10-14","CIV",0.996184
"17806","AGE20-24","CHN",0.998875
"17807","AGE60-64","GBR",0.986268
"17808","AGE80-84","SGP",0.92444
"17809","AGE70-74","SGP",0.950795
"17810","AGE85-89","SWE",0.897791
"17811","AGE15-19","BGR",0.999396
"17812","AGE70-74","TJK",0.943571
"17813","AGE80-84","NIU",0.888987
"17814","AGE95-99","MLT",0.529753
"17815","AGE35-39","BTN",0.995569
"17816","AGE65-69","NAM",0.971127
"17817","AGE50-54","HTI",0.991407
"17818","AGE45-49","SGP",0.99743
"17819","AGE60-64","TJK",0.974879
"17820","AGE20-24","TZA",0.99669
"17821","AGE70-74","SSD",0.941287
"17822","AGE55-59","DZA",0.991374
"17823","AGE80-84","HTI",0.839139
"17824","AGE80-84","URY",0.896379
"17825","AGE1-4","LBN",0.999336
"17826","AGE70-74","MNE",0.972138
"17827","AGE45-49","ATG",0.99487
"17828","AGE75-79","PAN",0.948581
"17829","AGE90-94","BEL",0.766485
"17830","AGE60-64","MNE",0.988879
"17831","AGE45-49","DZA",0.995491
"17832","AGE55-59","NPL",0.986139
"17833","AGE20-24","NPL",0.997231
"17834","AGE55-59","SGP",0.996706
"17835","AGE85-89","TON",0.818
"17836","AGE60-64","NAM",0.979719
"17837","AGE10-14","DZA",0.99932
"17838","AGE45-49","CHN",0.994865
"17839","AGE70-74","PAN",0.961965
"17840","AGELT1","PER",0.935781
"17841","AGE1-4","DEU",0.99985
"17842","AGE1-4","LAO",0.985
"17843","AGE40-44","SDN",0.992501
"17844","AGE20-24","MCO",0.999176
"17845","AGE20-24","DZA",0.999126
"17846","AGE10-14","BWA",0.998788
"17847","AGE90-94","CHN",0.669899
"17848","AGE20-24","SLB",0.997451
"17849","AGE65-69","GHA",0.967355
"17850","AGE70-74","LCA",0.97542
"17851","AGE35-39","PRT",0.997288
"17852","AGE65-69","CZE",0.987926
"17853","AGE1-4","NLD",0.999854
"17854","AGE1-4","HUN",0.999
"17855","AGE15-19","MCO",0.998806
"17856","AGE60-64","SMR",0.990569
"17857","AGE15-19","STP",0.998501
"17858","AGE95-99","SYC",0.745391
"17859","AGE55-59","CYP",0.996999
"17860","AGE75-79","GTM",0.916877
"17861","AGE30-34","SLB",0.995078
"17862","AGE5-9","MHL",0.998
"17863","AGE20-24","KWT",0.998957
"17864","AGE10-14","YEM",0.998354
"17865","AGE65-69","BEL",0.99051
"17866","AGE15-19","CRI",0.999573
"17867","AGE60-64","TUR",0.992999
"17868","AGE45-49","PER",0.995162
"17869","AGE90-94","LBN",0.822962
"17870","AGE95-99","EST",0.632152
"17871","AGE30-34","KAZ",0.99776
"17872","AGE55-59","VNM",0.986777
"17873","AGE45-49","ARG",0.996743
"17874","AGE50-54","IRL",0.997484
"17875","AGE80-84","KHM",0.873747
"17876","AGE55-59","ATG",0.989704
"17877","AGE85-89","MDA",0.838018
"17878","AGE35-39","MOZ",0.98461
"17879","AGE10-14","WSM",0.999674
"17880","AGE40-44","BRB",0.996399
"17881","AGE90-94","CIV",0.674458
"17882","AGE50-54","MHL",0.990725
"17883","AGE35-39","AGO",0.990483
"17884","AGE60-64","IND",0.977105
"17885","AGE5-9","GHA",0.996584
"17886","AGE85-89","NIC",0.909823
